run_start_timestamp,portfolio_py_version,param_load_duration_s,data_load_duration_s,data_wrangling_duration_s,bf_phase_duration_s,ga_phase_duration_s,refinement_phase_duration_s,results_save_duration_s,overall_script_duration_s
2025-08-04 14:45:24,2.0.0,0.0016510486602783203,0.49115800857543945,0.23909783363342285,0.0,0.0,0.0,0.0,664.0966520309448
2025-08-04 22:29:26,2.0.0,0.003545045852661133,0.48992013931274414,0.2364511489868164,0.0,0.0,0.0,0.0,19.961479902267456
2025-08-04 23:16:09,2.0.0,0.0021152496337890625,0.45031285285949707,0.23665285110473633,0.0,0.0,0.0,0.0,537.6559040546417
2025-08-05 06:36:08,2.0.0,0.0009229183197021484,0.27614593505859375,0.14050889015197754,0.0,0.0,0.0,0.0,971.2311420440674
2025-08-05 13:02:23,2.0.0,0.0018460750579833984,0.48653483390808105,0.24105119705200195,0.0,0.0,0.0,0.0,773.1728451251984
2025-08-05 16:16:55,2.0.0,0.020962953567504883,1.9086101055145264,1.2950439453125,0.0,0.0,0.0,0.0,1197.7565188407898
2025-08-05 17:03:12,2.0.0,0.0022139549255371094,1.3636000156402588,0.6731481552124023,0.0,0.0,0.0,0.0,2654.7734880447388
2025-08-05 17:56:52,2.0.0,0.0009970664978027344,0.44603776931762695,0.23185515403747559,0.0,0.0,0.0,0.0,7902.404275894165
2025-08-06 14:38:54,2.0.0,0.0012340545654296875,0.46590089797973633,0.24031519889831543,0.0,0.0,0.0,0.0,9.856221199035645
2025-08-06 15:42:37,2.0.0,0.0011601448059082031,0.4700298309326172,0.24239301681518555,0.0,0.0,0.0,0.0,9.86891222000122
2025-08-06 15:44:24,2.0.0,0.0014159679412841797,0.9216601848602295,0.48634886741638184,0.0,0.0,0.0,0.0,11.74244499206543
2025-08-06 15:44:48,2.0.0,0.007776975631713867,0.9291219711303711,0.46880364418029785,0.0,0.0,0.0,0.0,13.345225095748901
2025-08-06 15:56:48,2.0.0,0.0009620189666748047,0.4665510654449463,0.2484731674194336,0.0,0.0,0.0,0.0,1.0572550296783447
2025-08-06 15:58:07,2.0.0,0.0007822513580322266,0.46138715744018555,0.23749685287475586,0.0,0.0,0.0,0.0,9.515810251235962
2025-08-06 18:06:48,2.0.0,0.0019001960754394531,0.4455852508544922,0.22929620742797852,0.0,0.0,0.0,0.0,9.750507116317749
2025-08-06 20:50:50,2.0.0,0.0018131732940673828,0.27908992767333984,0.13999581336975098,0.0,0.0,0.0,0.0,2822.2951362133026
2025-08-06 21:40:54,2.0.0,0.00048804283142089844,0.281696081161499,0.14146208763122559,0.0,0.0,0.0,0.0,20919.968227148056
2025-08-07 10:42:33,2.0.0,0.0020151138305664062,0.2805190086364746,0.14082789421081543,0.0,0.0,0.0,0.0,51669.613042116165
2025-08-09 09:06:43,2.0.0,0.0025968551635742188,0.9355270862579346,0.3634650707244873,0.0,0.0,0.0,0.0,16283.460743904114
2025-08-11 08:25:53,2.0.0,0.0009891986846923828,0.3554649353027344,0.14703893661499023,0.0,0.0,0.0,0.0,359.95462918281555
2025-08-11 08:32:28,2.0.0,0.0008692741394042969,0.29693007469177246,0.15015602111816406,0.0,0.0,0.0,0.0,9.911417245864868
2025-08-11 08:36:32,2.0.0,0.0010058879852294922,0.32111096382141113,0.1555483341217041,0.0,0.0,0.0,0.0,10285.589098930359
2025-08-12 05:09:36,2.0.0,0.0009672641754150391,0.45685505867004395,0.2474651336669922,0.0,0.0,0.0,0.0,6371.740255117416
